occurrence.genus_name,occurrence.species_name
Prototomus,strenuus
Viverravus,acutus
Cantius,abditus
Diacodexis,metsiacus
Esthonyx,bisulcatus
Systemodon,tapirinus
Sifrhippus,pernix
Miacis,petilus
Microsyops,angustidens
Oxyaena,intermedia
Paramys,taurus
Phenacodus,vortmani
Coryphodon,sp.
Prototomus,robustus
Haplomylus,scottianus
Cantius,trigonodus
Coryphodon,armatus
Coryphodon,lobatus
Diacodexis,metsiacus
Ectocion,osbornianus
Esthonyx,bisulcatus
Homogalax,protapirinus
Hyopsodus,latidens
Systemodon,tapirinus
Sifrhippus,pernix
Mesonyx,ossifragus
Phenacodus,intermedius
Oxyaena,sp.
Prolimnocyon,atavus
Viverravus,acutus
Didymictis,protenus
Haplomylus,scottianus
Tubulodon,atopum
Arfia,opisthotoma
Cantius,trigonodus
Coryphodon,armatus
Coryphodon,lobatus
Diacodexis,metsiacus
Bunophorus,robustus
Ectoganus,gliriformes
Esthonyx,bisulcatus
Homogalax,protapirinus
Hyopsodus,latidens
Hyopsodus,pauxillus
Systemodon,tapirinus
Sifrhippus,pernix
Palaeonictis,occidentalis
Palaeosinopa,incerta
Paramys,copei
Paramys,taurus
Parectypodus,simpsoni
Phenacodus,intermedius
Phenacodus,trilobatus
Phenacolemur,simonsi
Plagiomene,multicuspis
Prototomus,robustus
Prototomus,robustus
Pseudotetonius,ambiguus
Tetonius,matthewi
Thryptacodon,antiquus
Vulpavus,australis
Palaeanodon,sp.
Prototomus,secundarius
Prototomus,robustus
Esthonyx,bisulcatus
Homogalax,protapirinus
Hyopsodus,simplex
Systemodon,tapirinus
Sifrhippus,pernix
Paramys,copei
Coryphodon,sp.
Oxyaena,forcipata
Viverravus,acutus
Didymictis,protenus
Apheliscus,insidiosus
Bunophorus,etsagicus
Cantius,abditus
Chriacus,gallinae
Copecion,brachypternus
Coryphodon,armatus
Diacodexis,metsiacus
Esthonyx,bisulcatus
Homogalax,protapirinus
Hyopsodus,pauxillus
Hyopsodus,powellianus
Hyopsodus,simplex
Systemodon,tapirinus
Sifrhippus,pernix
Leipsanolestes,siegfriedti
Miacis,exiguus
Microsyops,angustidens
Mesonyx,ossifragus
Palaeosinopa,veterrima
Paramys,copei
Phenacodus,intermedius
Phenacodus,trilobatus
Phenacodus,vortmani
Prototomus,robustus
Prototomus,secundarius
Teilhardina,crassidens
Palaeanodon,sp.
Viverravus,acutus
Didymictis,protenus
Phenacodus,trilobatus
Mesonyx,ossifragus
Sifrhippus,aemulor
Palaeosinopa,didelphoides
Notharctus,venticolus
Esthonyx,acutidens
Sciuravus,wilsoni
Pachyaena,sp.
Prolimnocyon,antiquus
Didymictis,altidens
Viverravus,lutosus
Uintacyon,asodes
Hyopsodus,wortmani
Antiacodon,mentalis
Hyopsodus,walcottianus
Meniscotherium,chamense
Bathyopsis,fissidens
Hyracotherium,vasacciense
Lambdotherium,popoagicum
Hyrachyus,modestus
Bunophorus,etsagicus
Hexacodus,pelodes
Cantius,nunienus
Microsyops,scottianus
Paramys,copei
Hapalodectes,leptognathus
Gazinocyon,vulpeculus
Viverravus,gracilis
Miacis,sp.
Vulpavus,canavus
Heptodon,calciculus
Diacodexis,sp.
Didymictis,altidens
Meniscotherium,chamense
Hyracotherium,vasacciense
Lambdotherium,popoagicum
Microsyops,scottianus
Diacodexis,metsiacus
Notharctus,sp.
Miacis,latidens
Hyopsodus,wortmani
Meniscotherium,chamense
Phenacodus,sp.
Hyracotherium,vasacciense
Lambdotherium,popoagicum
Stylinodon,mirus
Hyopsodus,sp.
Lambdotherium,sp.
Anemorhysis,sp.
Coryphodon,sp.
Paramys,sp.
Microsyops,latidens
Haplomylus,speirianus
Hyopsodus,loomisi
Cantius,frugivorus
Copelemur,praetutus
Steinius,vespertinus
Absarokius,gazini
Esthonyx,sp.
Copecion,brachypternus
Meniscotherium,tapiacitum
Hyracotherium,sp.
Diacodexis,sp.
Dipsalidictis,transiens
Miacis,sp.
Prototomus,sp.
Coryphodon,sp.
Hyracotherium,sp.
Tuscahomys,minor
Tuscahomys,major
Talpavoides,dartoni
Diacocherus,dockeryi
Colpocherus,mississippiensis
Diacodexis,sp.
Miacis,igniculus
Eogale,parydros
Vassacyon,sp.
Uintacyon,sp.
Viverriscus,omnivorus
Corbarimys,nomadus
Franimys,actites
Paramys,dispar
Paramys,dispar
Tuscahomys,medius
Mimoperadectes,sowasheensis
Peratherium,macgrewi
Apatemys,pygmaeus
Palaeosinopa,aestuarium
Naranius,americanus
Wyonycteris,primitivus
Plagioctenodon,dormaalensis
Choctawius,foxi
Choctawius,foxi
Teilhardina,magnoliana
Viverravus,laytoni
Ectocion,nanabeensis
Haplomylus,meridionalis
Haplomylus,speirianus
Cantius,frugivorus
Hyopsodus,sp.
Meniscotherium,tapiacitum
Didymictis,sp.
Viverravus,sp.
Hyopsodus,sp.
Didymictis,sp.
Palaeosinopa,lutreola
Hyopsodus,sp.
Cantius,frugivorus
Tetonius,sp.
Tetonoides,pearcei
Microsyops,angustidens
Miacis,sp.
Prototomus,sp.
Diacodexis,sp.
Coryphodon,sp.
Hyopsodus,wortmani
Hexacodus,sp.
Diacodexis,sp.
Cantius,nunienus
Meniscotherium,chamense
Ectypodus,tardus
Neoliotomus,ultimus
Peradectes,protinnominatus
Peradectes,elegans
Deltatherium,absarokae
Paramys,taurus
Esthonyx,spatularius
Chriacus,gallinae
Thryptacodon,antiquus
Prototomus,secundarius
Viverravus,acutus
Miacis,exiguus
Haplomylus,speirianus
Hyopsodus,loomisi
Apheliscus,sp.
Bunophorus,robustus
Parectypodus,lunatus
Herpetotherium,innominatum
Prodiacodon,tauricinerei
Macrocranion,nitens
Labidolemur,kayi
Simpsonlemur,jepseni
Tetonius,matthewi
Cantius,mckennai
Microsyops,angustidens
Didymictis,leptomylus
Hyopsodus,simplex
Hyracotherium,sp.
Cardiolophus,radinskyi
Diacodexis,primus
Neoliotomus,ultimus
Arfia,shoshoniensis
Prototomus,phobos
Viverravus,acutus
Apheliscus,chydaeus
Sifrhippus,grangeri
Cardiolophus,radinskyi
Eoryctes,melanus
Wyolestes,apheles
Arctodontomys,wilsoni
Chalicomomys,willwoodensis
Cantius,mckennai
Arfia,shoshoniensis
Prototomus,phobos
Prototomus,martis
Galecyon,mordax
Prolimnocyon,haematus
Miacis,deutschi
Viverravus,acutus
Viverravus,rosei
Viverravus,politus
Hyopsodus,loomisi
Apheliscus,chydaeus
Sifrhippus,grangeri
Cardiolophus,radinskyi
Palaeanodon,nievelti
Neoliotomus,ultimus
Oxyaena,gulo
Sifrhippus,aemulor
Homogalax,protapirinus
Neoliotomus,ultimus
Prodiacodon,sp.
Tinimomys,graybulliensis
Ignacius,graybullianus
Teilhardina,americana
Thryptacodon,antiquus
Phenacodus,vortmani
Ectocion,osbornianus
Hyopsodus,sp.
Haplomylus,speirianus
Dissacus,sp.
Hapalodectes,anthracinus
Coryphodon,sp.
Azygonyx,grangeri
Esthonyx,spatularius
Didymictis,leptomylus
Didymictis,protenus
Viverravus,acutus
Viverravus,politus
Uintacyon,massetericus
Arfia,zele
Prototomus,deimos
Paramys,sp.
Microparamys,sp.
Palaeanodon,nievelti
Micromomys,antelucanus
Plagiomene,accola
Arctodontomys,wilsoni
Cantius,ralstoni
Phenacodus,sp.
Copecion,brachypternus
Apheliscus,chydaeus
Sifrhippus,grangeri
Cardiolophus,radinskyi
Diacodexis,sp.
Tetonius,sp.
Arfia,shoshoniensis
Sifrhippus,grangeri
Homogalax,protapirinus
Ectypodus,tardus
Neoliotomus,ultimus
Arfia,zele
Dipsalidictis,platypus
Ignacius,graybullianus
Arctodontomys,wilsoni
Hyopsodus,sp.
Apheliscus,chydaeus
Sifrhippus,grangeri
Cardiolophus,radinskyi
Palaeanodon,nievelti
Neoliotomus,ultimus
Palaeonictis,occidentalis
Viverravus,acutus
Didymictis,leptomylus
Sifrhippus,grangeri
Cardiolophus,radinskyi
Palaeanodon,nievelti
Parectypodus,lunatus
Teilhardina,sp.
Arfia,shoshoniensis
Prototomus,martis
Prolimnocyon,haematus
Arctodontomys,wilsoni
Apheliscus,chydaeus
Sifrhippus,grangeri
Cardiolophus,radinskyi
Wyolestes,apheles
Galecyon,mordax
Dipsalidictis,transiens
Viverravus,politus
Sifrhippus,grangeri
Arctodontomys,wilsoni
Prototomus,phobos
Dipsalidictis,transiens
Sifrhippus,grangeri
Cardiolophus,radinskyi
Neoliotomus,ultimus
Prototomus,phobos
Prolimnocyon,haematus
Didymictis,leptomylus
Apheliscus,chydaeus
Cardiolophus,radinskyi
Parectypodus,lunatus
Sifrhippus,grangeri
Cardiolophus,radinskyi
Eoryctes,melanus
Arctodontomys,wilsoni
Tinimomys,graybulliensis
Arfia,zele
Prototomus,phobos
Viverravus,acutus
Viverravus,politus
Didymictis,leptomylus
Apheliscus,chydaeus
Sifrhippus,grangeri
Labidolemur,kayi
Cantius,ralstoni
Arctodontomys,wilsoni
Sifrhippus,grangeri
Cantius,ralstoni
Teilhardina,sp.
Apheliscus,chydaeus
Viverravus,acutus
Sifrhippus,grangeri
Arfia,opisthotoma
Oxyaena,gulo
Viverravus,acutus
Haplomylus,scottianus
Sifrhippus,aemulor
Homogalax,protapirinus
Tetonius,matthewi
Apheliscus,chydaeus
Haplomylus,scottianus
Sifrhippus,aemulor
Homogalax,protapirinus
Teilhardina,crassidens
Tetonius,matthewi
Arfia,opisthotoma
Oxyaena,gulo
Viverravus,acutus
Haplomylus,scottianus
Sifrhippus,aemulor
Homogalax,protapirinus
Parectypodus,simpsoni
Arfia,opisthotoma
Viverravus,acutus
Haplomylus,scottianus
Sifrhippus,aemulor
Homogalax,protapirinus
Cantius,mckennai
Arfia,opisthotoma
Didymictis,protenus
Haplomylus,scottianus
Sifrhippus,aemulor
Homogalax,protapirinus
Prototomus,phobos
Sifrhippus,grangeri
Cardiolophus,radinskyi
Ectypodus,tardus
Neoliotomus,ultimus
Arctodontomys,wilsoni
Teilhardina,americana
Acarictis,ryani
Viverravus,acutus
Cardiolophus,radinskyi
Viverravus,acutus
Didymictis,leptomylus
Sifrhippus,grangeri
Arfia,zele
Dipsalidictis,transiens
Viverravus,politus
Didymictis,leptomylus
Arctodontomys,wilsoni
Sifrhippus,grangeri
Cardiolophus,radinskyi
Neoliotomus,ultimus
Cantius,ralstoni
Galecyon,mordax
Palaeonictis,occidentalis
Dipsalidictis,transiens
Sifrhippus,grangeri
Arctodontomys,wilsoni
Sifrhippus,grangeri
Prototomus,phobos
Sifrhippus,grangeri
Neoliotomus,ultimus
Prototomus,deimos
Apheliscus,chydaeus
Sifrhippus,grangeri
Cardiolophus,radinskyi
Acarictis,ryani
Arfia,shoshoniensis
Prototomus,martis
Dipsalidictis,transiens
Oxyaena,gulo
Viverravus,acutus
Viverravus,politus
Didymictis,leptomylus
Hyopsodus,sp.
Apheliscus,chydaeus
Sifrhippus,grangeri
Palaeanodon,nievelti
Neoliotomus,ultimus
Eoryctes,melanus
Arctodontomys,wilsoni
Arfia,shoshoniensis
Prototomus,martis
Dipsalidictis,transiens
Viverravus,acutus
Apheliscus,chydaeus
Sifrhippus,grangeri
Palaeanodon,nievelti
Neoliotomus,ultimus
Deltatherium,absarokae
Ignacius,graybullianus
Teilhardina,sp.
Thryptacodon,antiquus
Ectocion,osbornianus
Hyopsodus,sp.
Haplomylus,speirianus
Pachyaena,sp.
Coryphodon,sp.
Esthonyx,spatularius
Didymictis,leptomylus
Didymictis,protenus
Viverravus,acutus
Uintacyon,massetericus
Palaeonictis,occidentalis
Arfia,shoshoniensis
Prototomus,martis
Prolimnocyon,haematus
Paramys,sp.
Arctodontomys,wilsoni
Phenacodus,sp.
Apheliscus,chydaeus
Sifrhippus,grangeri
Cardiolophus,radinskyi
Diacodexis,sp.
Miacis,sp.
Dipsalidictis,transiens
Arfia,opisthotoma
Haplomylus,scottianus
Sifrhippus,aemulor
Homogalax,protapirinus
Ectypodus,tardus
Parectypodus,simpsoni
Paramys,pycnus
Arfia,opisthotoma
Prototomus,phobos
Viverravus,acutus
Arctodontomys,nuptus
Tetonius,sp.
Apheliscus,chydaeus
Haplomylus,scottianus
Sifrhippus,aemulor
Homogalax,protapirinus
Ectypodus,tardus
Mimoperadectes,labrus
Niptomomys,sp.
Arctodontomys,wilsoni
Cantius,torresi
Esthonyx,spatularius
Ectoganus,bighornensis
Dipsalidictis,platypus
Acarictis,ryani
Prototomus,deimos
Arfia,junnei
Prolimnocyon,eerius
Viverravus,politus
Gracilocyon,winkleri
Acritoparamys,atwateri
Paramys,taurus
Chriacus,badgleyi
Princetonia,yalensis
Dissacus,praenuntius
Hyopsodus,loomisi
Ectocion,parvus
Ectocion,osbornianus
Copecion,davisi
Diacodexis,ilicis
Sifrhippus,sandrae
Sifrhippus,grangeri
Palaeanodon,nievelti
Asiabradypus,sp.
Macrocranion,junnei
Esthonyx,gunnelli
Esthonyx,sp.
Coryphodon,eocaenus
Palaeonictis,wingi
Viverravus,acutus
Didymictis,proteus
Phenacodus,vortmani
Mimoperadectes,labrus
Cantius,torresi
Arfia,junnei
Hyopsodus,loomisi
Ectocion,parvus
Copecion,davisi
Sifrhippus,sandrae
Dipsalidictis,transiens
Arfia,junnei
Chriacus,badgleyi
Hyopsodus,loomisi
Copecion,davisi
Sifrhippus,sandrae
Sifrhippus,grangeri
Parectypodus,lunatus
Wyolestes,apheles
Teilhardina,crassidens
Tetonius,matthewi
Arfia,shoshoniensis
Prototomus,deimos
Prototomus,martis
Prolimnocyon,haematus
Viverravus,acutus
Didymictis,leptomylus
Didymictis,protenus
Sifrhippus,grangeri
Cardiolophus,radinskyi
Homogalax,protapirinus
Prototomus,martis
Viverravus,politus
Didymictis,protenus
Sifrhippus,grangeri
Arfia,shoshoniensis
Prototomus,martis
Sifrhippus,grangeri
Arctodontomys,wilsoni
Teilhardina,sp.
Arfia,shoshoniensis
Prolimnocyon,haematus
Palaeonictis,occidentalis
Viverravus,acutus
Sifrhippus,grangeri
Cantius,mckennai
Teilhardina,sp.
Sifrhippus,grangeri
Arctodontomys,nuptus
Tetonius,sp.
Prototomus,robustus
Viverravus,politus
Haplomylus,scottianus
Sifrhippus,aemulor
Parectypodus,simpsoni
Arctodontomys,nuptus
Tetonius,sp.
Viverravus,acutus
Haplomylus,scottianus
Sifrhippus,pernix
Homogalax,protapirinus
Cantius,frugivorus
Microsyops,angustidens
Tetonius,sp.
Palaeonictis,occidentalis
Viverravus,acutus
Haplomylus,scottianus
Sifrhippus,pernix
Homogalax,protapirinus
Palaeanodon,nievelti
Tetonius,sp.
Prototomus,martis
Haplomylus,scottianus
Sifrhippus,aemulor
Homogalax,protapirinus
Cantius,mckennai
Arfia,junnei
Thryptacodon,barae
Chriacus,badgleyi
Hyopsodus,loomisi
Ectocion,parvus
Sifrhippus,sandrae
Palaeanodon,nievelti
Sifrhippus,grangeri
Neoliotomus,ultimus
Microparamys,hunterae
Chalicomomys,willwoodensis
Arfia,zele
Viverravus,acutus
Palaeanodon,nievelti
Micromomys,antelucanus
Arfia,zele
Apheliscus,chydaeus
Sifrhippus,grangeri
Neoliotomus,ultimus
Apheliscus,chydaeus
Arfia,zele
Viverravus,politus
Apheliscus,chydaeus
Sifrhippus,grangeri
Palaeanodon,nievelti
Labidolemur,serus
Arfia,opisthotoma
Prototomus,phobos
Viverravus,acutus
Viverravus,rosei
Sifrhippus,grangeri
Cardiolophus,radinskyi
Microsyops,angustidens
Sifrhippus,grangeri
Ectypodus,tardus
Eoryctes,melanus
Wyolestes,apheles
Arctodontomys,wilsoni
Teilhardina,sp.
Paramys,sp.
Arfia,shoshoniensis
Prototomus,phobos
Prototomus,martis
Prolimnocyon,haematus
Oxyaena,gulo
Viverravus,acutus
Viverravus,rosei
Didymictis,leptomylus
Haplomylus,speirianus
Hyopsodus,loomisi
Diacodexis,metsiacus
Sifrhippus,grangeri
Cardiolophus,radinskyi
Homogalax,protapirinus
Mimoperadectes,houdei
Cantius,mckennai
Apheliscus,chydaeus
Paramys,taurus
Ectocion,parvus
Copecion,davisi
Sifrhippus,sandrae
Coryphodon,eocaenus
Arfia,zele
Sifrhippus,grangeri
Cardiolophus,radinskyi
Notoparamys,sp.
Prolimnocyon,atavus
Haplomylus,scottianus
Sifrhippus,pernix
Homogalax,protapirinus
Oxyaena,intermedia
Tetonius,sp.
Viverravus,acutus
Haplomylus,scottianus
Parectypodus,simpsoni
Microsyops,angustidens
Pseudotetonius,ambiguus
Viverravus,acutus
Haplomylus,scottianus
Sifrhippus,pernix
Homogalax,protapirinus
Arctodontomys,wilsoni
Teilhardina,americana
Sifrhippus,grangeri
Cantius,mckennai
Wyolestes,apheles
Arctodontomys,wilsoni
Prolimnocyon,haematus
Viverravus,acutus
Didymictis,protenus
Sifrhippus,grangeri
Cardiolophus,radinskyi
Ectypodus,tardus
Arctodontomys,wilsoni
Cantius,ralstoni
Acarictis,ryani
Arfia,shoshoniensis
Prototomus,phobos
Galecyon,mordax
Prolimnocyon,haematus
Dipsalidictis,transiens
Viverravus,acutus
Didymictis,leptomylus
Didymictis,protenus
Hyopsodus,sp.
Apheliscus,chydaeus
Sifrhippus,grangeri
Cardiolophus,radinskyi
Palaeanodon,nievelti
Arfia,zele
Viverravus,rosei
Viverravus,politus
Didymictis,leptomylus
Ectocion,parvus
Ectypodus,tardus
Parectypodus,simpsoni
Pontifactor,sp.
Plagiomene,multicuspis
Arctodontomys,wilsoni
Teilhardina,sp.
Tetonius,matthewi
Arfia,opisthotoma
Prototomus,phobos
Prototomus,martis
Prolimnocyon,atavus
Miacis,exiguus
Viverravus,acutus
Viverravus,rosei
Viverravus,politus
Apheliscus,chydaeus
Haplomylus,scottianus
Hyopsodus,simplex
Hyopsodus,loomisi
Homogalax,protapirinus
Cantius,mckennai
Didymictis,leptomylus
Sifrhippus,grangeri
Arctodontomys,wilsoni
Teilhardina,sp.
Arfia,shoshoniensis
Prototomus,martis
Prolimnocyon,haematus
Viverravus,acutus
Ectocion,osbornianus
Apheliscus,chydaeus
Sifrhippus,grangeri
Cardiolophus,radinskyi
Ectypodus,tardus
Eoryctes,melanus
Prodiacodon,sp.
Talpavus,sp.
Esthonyx,spatularius
Ectoganus,sp.
Paramys,sp.
Oxyaena,gulo
Tritemnodon,sp.
Prolimnocyon,haematus
Viverravus,acutus
Viverravus,rosei
Didymictis,protenus
Gracilocyon,winkleri
Ectocion,osbornianus
Hyopsodus,loomisi
Haplomylus,speirianus
Thryptacodon,antiquus
Pachyaena,sp.
Coryphodon,sp.
Sifrhippus,grangeri
Palaeanodon,nievelti
Parapternodus,antiquus
Arctodontomys,wilsoni
Cantius,ralstoni
Teilhardina,americana
Arfia,shoshoniensis
Prototomus,phobos
Apheliscus,chydaeus
Cardiolophus,radinskyi
Diacodexis,sp.
Arctodontomys,wilsoni
Palaeosinopa,incerta
Arfia,shoshoniensis
Prototomus,phobos
Didymictis,protenus
Apheliscus,chydaeus
Sifrhippus,grangeri
Teilhardina,sp.
Viverravus,rosei
Sifrhippus,grangeri
Eoryctes,melanus
Wyolestes,apheles
Arctodontomys,wilsoni
Teilhardina,crassidens
Tetonius,matthewi
Arfia,shoshoniensis
Prototomus,deimos
Prototomus,phobos
Prototomus,martis
Galecyon,mordax
Prolimnocyon,haematus
Prolimnocyon,atavus
Oxyaena,gulo
Miacis,deutschi
Viverravus,acutus
Didymictis,protenus
Apheliscus,chydaeus
Sifrhippus,grangeri
Cardiolophus,radinskyi
Homogalax,protapirinus
Palaeanodon,nievelti
Tetonius,sp.
Arfia,shoshoniensis
Apheliscus,chydaeus
Sifrhippus,grangeri
Homogalax,protapirinus
Haplomylus,scottianus
Sifrhippus,aemulor
Homogalax,protapirinus
Tetonius,matthewi
Arfia,opisthotoma
Prototomus,phobos
Prolimnocyon,atavus
Didymictis,protenus
Haplomylus,scottianus
Sifrhippus,aemulor
Homogalax,protapirinus
Apheliscus,chydaeus
Haplomylus,scottianus
Sifrhippus,aemulor
Homogalax,protapirinus
Tetonius,matthewi
Haplomylus,scottianus
Sifrhippus,aemulor
Arfia,opisthotoma
Viverravus,acutus
Didymictis,protenus
Haplomylus,scottianus
Sifrhippus,aemulor
Homogalax,protapirinus
Microsyops,angustidens
Pseudotetonius,ambiguus
Prototomus,phobos
Viverravus,acutus
Haplomylus,scottianus
Sifrhippus,pernix
Arctodontomys,nuptus
Prototomus,robustus
Sifrhippus,aemulor
Knightomys,cremneus
Microsyops,angustidens
Tetonius,sp.
Pseudotetonius,ambiguus
Miacis,exiguus
Vassacyon,promicrodon
Vulpavus,australis
Viverravus,acutus
Viverravus,politus
Didymictis,protenus
Haplomylus,scottianus
Sifrhippus,pernix
Homogalax,protapirinus
Hyopsodus,sp.
Parectypodus,simpsoni
Microsyops,angustidens
Vulpavus,australis
Prototomus,robustus
Viverravus,acutus
Haplomylus,scottianus
Sifrhippus,pernix
Homogalax,protapirinus
Microsyops,angustidens
Pseudotetonius,ambiguus
Arfia,opisthotoma
Prototomus,robustus
Viverravus,acutus
Didymictis,protenus
Haplomylus,scottianus
Sifrhippus,pernix
Homogalax,protapirinus
Viverravus,acutus
Didymictis,protenus
Sifrhippus,grangeri
Arfia,zele
Sifrhippus,grangeri
Viverravus,acutus
Haplomylus,scottianus
Sifrhippus,aemulor
Microsyops,angustidens
Microsyops,cardiorestes
Viverravus,acutus
Didymictis,protenus
Sifrhippus,pernix
Pseudotetonius,ambiguus
Sifrhippus,pernix
Prolimnocyon,haematus
Viverravus,acutus
Sifrhippus,grangeri
Cardiolophus,radinskyi
Batodonoides,vanhouteni
Microsyops,angustidens
Prototomus,phobos
Prototomus,robustus
Prolimnocyon,atavus
Oxyaena,forcipata
Didymictis,protenus
Sifrhippus,pernix
Homogalax,protapirinus
Neoliotomus,ultimus
Prototomus,phobos
Apheliscus,chydaeus
Sifrhippus,grangeri
Apheliscus,chydaeus
Sifrhippus,grangeri
Arfia,junnei
Acritoparamys,atwateri
Hyopsodus,loomisi
Ectocion,parvus
Copecion,davisi
Diacodexis,ilicis
Tetonius,matthewi
Arfia,shoshoniensis
Sifrhippus,grangeri
Homogalax,protapirinus
Tetonius,sp.
Arfia,shoshoniensis
Prototomus,deimos
Didymictis,protenus
Apheliscus,chydaeus
Sifrhippus,grangeri
Cardiolophus,radinskyi
Homogalax,protapirinus
Arctodontomys,wilsoni
Arfia,shoshoniensis
Didymictis,leptomylus
Apheliscus,chydaeus
Sifrhippus,grangeri
Tetonius,sp.
Viverravus,acutus
Sifrhippus,grangeri
Homogalax,protapirinus
Acarictis,ryani
Didymictis,leptomylus
Didymictis,protenus
Apheliscus,chydaeus
Sifrhippus,grangeri
Cardiolophus,radinskyi
Galecyon,mordax
Apheliscus,chydaeus
Teilhardina,sp.
Prototomus,martis
Sifrhippus,grangeri
Cardiolophus,radinskyi
Apheliscus,chydaeus
Sifrhippus,grangeri
Arctodontomys,wilsoni
Tetonius,matthewi
Prototomus,phobos
Viverravus,acutus
Haplomylus,scottianus
Sifrhippus,aemulor
Palaeanodon,nievelti
Arctodontomys,nuptus
Viverravus,acutus
Haplomylus,scottianus
Sifrhippus,aemulor
Arfia,shoshoniensis
Apheliscus,chydaeus
Sifrhippus,aemulor
Chriacus,sp.
Hyopsodus,loomisi
Arfia,junnei
Gracilocyon,winkleri
Mesonyx,ossifragus
Copecion,davisi
Prototomus,deimos
Copecion,davisi
Gracilocyon,winkleri
Paramys,taurus
Acritoparamys,atwateri
Ectocion,parvus
Ectocion,osbornianus
Copecion,davisi
Teilhardina,brandti
Esthonyx,gunnelli
Prototomus,phobos
Prototomus,robustus
Haplomylus,scottianus
Coryphodon,sp.
Esthonyx,sp.
Peradectes,sp.
Brachianodon,westorum
Bathyopsis,sp.
Esthonyx,sp.
Trogosus,sp.
Hyopsodus,sp.
Apatemys,sp.
Prolimnocyon,sp.
Sinopa,sp.
Thinocyon,sp.
Tritemnodon,sp.
Patriofelis,sp.
Mesonyx,sp.
Miacis,sp.
Vulpavus,australis
Vulpavus,canavus
Uintacyon,sp.
Oodectes,sp.
Didymictis,altidens
Viverravus,gracilis
Viverravus,sicarius
Viverravus,minutus
Scenopagus,sp.
Microsyops,knightensis
Microsyops,scottianus
Notharctus,venticolus
Cantius,nunienus
Notharctus,robinsoni
Washakius,izetti
Washakius,insignis
Uintanius,rutherfurdi
Omomys,carteri
Omomys,lloydi
Hyracotherium,sp.
Orohippus,sp.
Helaletes,sp.
Hyrachyus,sp.
Palaeosyops,borealis
Palaeosyops,fontinalis
Bunophorus,sp.
Antiacodon,sp.
Hexacodus,sp.
Microsus,sp.
Microparamys,sp.
Smilodectes,sororis
Artimonius,witteri
Artimonius,nocerai
Utahia,carina
Trogolemur,sp.
Minippus,index
Caenolambda,jepseni
Oxyaena,forcipata
Prototomus,sp.
Tritemnodon,sp.
Didymictis,altidens
Bathyopsis,fissidens
Coryphodon,sp.
Hyopsodus,wortmani
Meniscotherium,chamense
Phenacodus,vortmani
Hyracotherium,vasacciense
Lambdotherium,popoagicum
Heptodon,posticus
Heptodon,calciculus
Hyrachyus,modestus
Oxyaena,lupina
Cantius,nunienus
Microsyops,scottianus
Stylinodon,sp.
Trogosus,sp.
Hyopsodus,sp.
Pantolestes,secans
Palaeonictis,sp.
Coryphodon,sp.
Microsyops,scottianus
Cantius,frugivorus
Hyopsodus,sp.
Esthonyx,sp.
Lambdotherium,popoagicum
Helaletes,sp.
Notharctus,venticolus
Entomolestes,sp.
Trogolemur,myodes
Loveina,minuta
Chlororhysis,sp.
Paramys,sp.
Viverravus,sp.
Hyopsodus,wortmani
Diacodexis,sp.
Heptodon,sp.
Lambdotherium,sp.
Microsyops,latidens
Cantius,nunienus
Absarokius,abbotti
Hyopsodus,sp.
Meniscotherium,chamense
Hexacodus,uintensis
Hexacodus,pelodes
Lambdotherium,sp.
Meniscotherium,sp.
Notharctus,sp.
Hyopsodus,sp.
Coryphodon,sp.
Ectypodus,tardus
Neoliotomus,ultimus
Peradectes,protinnominatus
Deltatherium,absarokae
Nyctitherium,sp.
Labidolemur,serus
Paramys,sp.
Esthonyx,spatularius
Chriacus,gallinae
Thryptacodon,antiquus
Viverravus,acutus
Miacis,exiguus
Phenacodus,intermedius
Ectocion,osbornianus
Haplomylus,speirianus
Hyopsodus,loomisi
Apheliscus,sp.
Coryphodon,sp.
Parectypodus,lunatus
Prodiacodon,tauricinerei
Centetodon,sp.
Macrocranion,nitens
Labidolemur,kayi
Niptomomys,doreenae
Simpsonlemur,jepseni
Tetonius,matthewi
Cantius,mckennai
Microsyops,angustidens
Phenacodus,sp.
Hyopsodus,simplex
Hyracotherium,sp.
Cardiolophus,radinskyi
Bunophorus,sp.
Diacodexis,primus
Paramys,excavatus
Vulpavus,sp.
Hyopsodus,sp.
Microsyops,sp.
